[08:28:09] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[08:28:12] [ServerMain/INFO]: Loaded 7 recipes
[08:28:12] [Server thread/INFO]: Starting minecraft server version 1.20.1
[08:28:12] [Server thread/INFO]: Loading properties
[08:28:12] [Server thread/INFO]: This server is running Paper version git-Paper-196 (MC: 1.20.1) (Implementing API version 1.20.1-R0.1-SNAPSHOT) (Git: 773dd72)
[08:28:13] [Server thread/INFO]: Using 4 threads for Netty based IO
[08:28:13] [Server thread/INFO]: Server Ping Player Sample Count: 12
[08:28:14] [Server thread/WARN]: [!] The timings profiler has been enabled but has been scheduled for removal from Paper in the future.
    We recommend installing the spark profiler as a replacement: https://spark.lucko.me/
    For more information please visit: https://github.com/PaperMC/Paper/issues/8948
[08:28:14] [Server thread/INFO]: [ChunkTaskScheduler] Chunk system is using 1 I/O threads, 3 worker threads, and gen parallelism of 3 threads
[08:28:14] [Server thread/INFO]: Default game type: SURVIVAL
[08:28:14] [Server thread/INFO]: Generating keypair
[08:28:14] [Server thread/INFO]: Starting Minecraft server on *:25565
[08:28:14] [Server thread/INFO]: Using default channel type
[08:28:14] [Server thread/INFO]: Paper: Using Java compression from Velocity.
[08:28:14] [Server thread/INFO]: Paper: Using Java cipher from Velocity.
[08:28:14] [Server thread/INFO]: [WorldSettingsPlugin] Loading server plugin WorldSettingsPlugin v1.0.0
[08:28:14] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[08:28:14] [Server thread/INFO]: Preparing level "world"
[08:28:15] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[08:28:16] [Server thread/INFO]: Time elapsed: 726 ms
[08:28:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_nether
[08:28:16] [Server thread/INFO]: Time elapsed: 68 ms
[08:28:16] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[08:28:16] [Server thread/INFO]: Time elapsed: 59 ms
[08:28:16] [Server thread/INFO]: [WorldSettingsPlugin] Enabling WorldSettingsPlugin v1.0.0
[08:28:16] [Server thread/INFO]: [WorldSettingsPlugin] ========================================
[08:28:16] [Server thread/INFO]: [WorldSettingsPlugin]  WorldSettingsPlugin v1.0.0 enabled!
[08:28:16] [Server thread/INFO]: [WorldSettingsPlugin]  Use /worldsettings to open the GUI.
[08:28:16] [Server thread/INFO]: [WorldSettingsPlugin] ========================================
[08:28:16] [Server thread/INFO]: Running delayed init tasks
[08:28:16] [Server thread/INFO]: Done (4.148s)! For help, type "help"
[08:28:16] [Server thread/INFO]: Timings Reset
[08:28:20] [User Authenticator #0/INFO]: UUID of player Candeer45 is c71ac785-8541-462b-ac7f-605a04a2db14
[08:28:20] [Server thread/INFO]: Candeer45 joined the game
[08:28:20] [Server thread/INFO]: Candeer45[/127.0.0.1:1768] logged in with entity id 1041 at ([world]-303.7838530029383, 106.14065979900192, 241.40295804767752)
[08:28:24] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 5084ms or 101 ticks behind
[08:28:29] [Server thread/INFO]: Candeer45 issued server command: /time set day
[08:28:29] [Server thread/INFO]: [Candeer45: Set the time to 1000]
[08:28:33] [Server thread/INFO]: Named entity Creeper['Hell Creeper'/2965, uuid='e1c1cb3e-f077-4905-890e-e7a1930c8651', l='ServerLevel[world]', x=-212.35, y=78.00, z=172.78, cpos=[-14, 10], tl=212, v=true] died: Hell Creeper went up in flames
[08:29:13] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/597, uuid='21755a5f-cc97-40ae-94f8-7b01251209c1', l='ServerLevel[world]', x=-47.85, y=96.00, z=-120.37, cpos=[-3, -8], tl=4540, v=true] died: Hell Zombie burned to death
[08:29:14] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1971, uuid='7323ecbf-ec9b-46cc-8086-5463efd0587e', l='ServerLevel[world]', x=-50.61, y=106.00, z=73.34, cpos=[-4, 4], tl=7266, v=true] died: Hell Zombie burned to death
[08:29:14] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1361, uuid='c9cb5098-ba4d-4968-ad84-3fcecef5ba70', l='ServerLevel[world]', x=-15.64, y=88.00, z=25.47, cpos=[-1, 1], tl=2760, v=true] died: Hell Zombie burned to death
[08:29:14] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/462, uuid='7043dbb2-7b47-404f-aad9-7a02f232c3d2', l='ServerLevel[world]', x=-73.37, y=71.00, z=-19.37, cpos=[-5, -2], tl=4600, v=true] died: Hell Zombie burned to death
[08:29:14] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/365, uuid='e5d47b12-dfed-40ee-9025-33081d695e98', l='ServerLevel[world]', x=-70.67, y=87.00, z=-91.60, cpos=[-5, -6], tl=5107, v=true] died: Hell Zombie burned to death
[08:29:15] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1357, uuid='79d8a001-40b5-46c7-a52b-01ee2337bcaf', l='ServerLevel[world]', x=-28.46, y=91.00, z=25.49, cpos=[-2, 1], tl=5351, v=true] died: Hell Zombie burned to death
[08:29:16] [Server thread/INFO]: Candeer45 issued server command: /time set night
[08:29:16] [Server thread/INFO]: [Candeer45: Set the time to 13000]
[08:29:16] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1122, uuid='5f4e0ceb-36cc-4cba-b5b1-96342b6f3a3f', l='ServerLevel[world]', x=-5.00, y=93.00, z=-135.14, cpos=[-1, -9], tl=4753, v=true] died: Hell Zombie burned to death
[08:29:16] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/737, uuid='98467773-2468-4b87-a621-671b333f7b18', l='ServerLevel[world]', x=-23.70, y=72.00, z=-92.30, cpos=[-2, -6], tl=5227, v=true] died: Hell Zombie burned to death
[08:29:16] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1791, uuid='a795d6e5-407e-43c0-916b-4fa129499946', l='ServerLevel[world]', x=-82.61, y=100.00, z=54.65, cpos=[-6, 3], tl=2872, v=true] died: Hell Zombie burned to death
[08:29:17] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1684, uuid='958c0978-b71c-4b0d-b450-bb4007f23375', l='ServerLevel[world]', x=-83.51, y=100.00, z=54.78, cpos=[-6, 3], tl=2760, v=true] died: Hell Zombie burned to death
[08:29:17] [Server thread/INFO]: Candeer45 was blown up by Hell Creeper
[08:29:18] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/847, uuid='957bbd42-04b1-472c-ba15-0f5138ceed00', l='ServerLevel[world]', x=1.57, y=63.02, z=-27.94, cpos=[0, -2], tl=5026, v=true] died: Hell Zombie burned to death
[08:29:18] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/343, uuid='4395953a-9ab2-4f01-81bb-547f60074d57', l='ServerLevel[world]', x=-94.30, y=71.00, z=-9.58, cpos=[-6, -1], tl=4963, v=true] died: Hell Zombie burned to death
[08:29:18] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/35, uuid='d86f0cb2-c512-4722-9a87-091bd4790b77', l='ServerLevel[world]', x=-126.90, y=68.00, z=-25.17, cpos=[-8, -2], tl=5288, v=true] died: Hell Zombie burned to death
[08:29:18] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/373, uuid='6f919697-71b1-4a5b-94ad-12dac4b0041b', l='ServerLevel[world]', x=-48.65, y=97.00, z=-110.39, cpos=[-4, -7], tl=4743, v=true] died: Hell Zombie burned to death
[08:29:18] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1571, uuid='e9f7923b-6183-4be1-9fe1-92f85cf52ae7', l='ServerLevel[world]', x=-120.35, y=108.00, z=93.39, cpos=[-8, 5], tl=5149, v=true] died: Hell Zombie burned to death
[08:29:19] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/494, uuid='fd7abcf0-93d5-45de-8b10-99fbc44ef985', l='ServerLevel[world]', x=-68.59, y=88.00, z=-102.52, cpos=[-5, -7], tl=5374, v=true] died: Hell Zombie burned to death
[08:29:19] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/820, uuid='5c9786d8-8ed9-49b0-80b6-f1656adacd46', l='ServerLevel[world]', x=-33.68, y=64.00, z=-66.52, cpos=[-3, -5], tl=3042, v=true] died: Hell Zombie burned to death
[08:29:21] [Server thread/INFO]: Named entity Skeleton['Hell Skeleton'/14, uuid='75856476-d5a0-441e-896a-c1a23fe7aaca', l='ServerLevel[world]', x=-143.73, y=67.00, z=-86.33, cpos=[-9, -6], tl=6919, v=true] died: Hell Skeleton burned to death
[08:29:22] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/1760, uuid='c6d1a322-0303-41dc-9209-177e97a4e417', l='ServerLevel[world]', x=-69.86, y=94.00, z=32.46, cpos=[-5, 2], tl=5325, v=true] died: Hell Zombie burned to death
[08:29:22] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/72, uuid='4645770d-190a-4362-ab21-5ed2766cccc4', l='ServerLevel[world]', x=-134.42, y=56.00, z=-116.25, cpos=[-9, -8], tl=4946, v=true] died: Hell Zombie was doomed to fall
[08:29:28] [Server thread/INFO]: Named entity Creeper['Hell Creeper'/771, uuid='4788fd4f-460d-41ea-8de3-15c9f87a5b40', l='ServerLevel[world]', x=-15.30, y=-5.00, z=-35.99, cpos=[-1, -3], tl=8260, v=true] died: Hell Creeper burned to death
[08:29:36] [Server thread/INFO]: Named entity Zombie['Hell Zombie'/656, uuid='0523ab2b-3fb2-42db-a01d-dd9c951914fa', l='ServerLevel[world]', x=-32.33, y=67.92, z=-24.51, cpos=[-3, -2], tl=5027, v=true] died: Hell Zombie was blown up by Hell Creeper
[08:29:36] [Server thread/INFO]: Candeer45 was blown up by Hell Creeper
[08:29:36] [Server thread/INFO]: Named entity Creeper['Hell Creeper'/849, uuid='b63496b1-73bb-4cd2-bfc7-488487a4dfbe', l='ServerLevel[world]', x=-25.92, y=65.00, z=-30.23, cpos=[-2, -2], tl=5668, v=true] died: Hell Creeper was blown up by Hell Creeper
[08:29:36] [Server thread/INFO]: Named entity Creeper['Hell Creeper'/617, uuid='c9e5ac16-ba68-4f67-ac37-60124d5f3bdf', l='ServerLevel[world]', x=-32.31, y=80.00, z=-93.49, cpos=[-3, -6], tl=5347, v=true] died: Hell Creeper blew up
[08:29:36] [Server thread/INFO]: Named entity Spider['Hell Spider'/623, uuid='d0a4a621-bf74-4a4c-bbd2-2f94937ead60', l='ServerLevel[world]', x=-34.33, y=81.00, z=-93.30, cpos=[-3, -6], tl=5833, v=true] died: Hell Spider blew up
[08:29:36] [Server thread/INFO]: Named entity Creeper['Hell Creeper'/724, uuid='2bad6a12-3ac6-43af-8ddd-ca2e3c4338cc', l='ServerLevel[world]', x=-31.53, y=75.00, z=-90.43, cpos=[-2, -6], tl=5172, v=true] died: Hell Creeper blew up
